issuer_ticker,name,asset_class,weight_percent,price,nominal,market_value,notional_value,sector,isin,exchange,location,market_currency,fund_name,LEI
2688,ENN ENERGY HOLDINGS LTD,Equity,0.15,17.959999999999997,1637600,29409461.17,29409461.17,Utilities,KYG3066L1014,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,549300V7BXPWT6WIPR03
ZTO,ZTO EXPRESS CAYMAN ADR REPRESENTIN,Equity,0.14,30.47,899695,27413706.65,27413706.65,Industrials,US98980A1051,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,549300SCJPK3YZJTJR78
5871,CHAILEASE HOLDING LTD,Equity,0.14,9.69,2698881,26161577.979999997,26161577.979999997,Financials,KYG202881093,Taiwan Stock Exchange,Taiwan,TWD,iShares Core MSCI EM IMI UCITS ETF,529900L76E6T0JCM3J27
SBK,STANDARD BANK GROUP,Equity,0.13,9.56,2659600,25423309.57,25423309.57,Financials,ZAE000109815,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,2549003PEZXUT7MDBU41
BILI,BILIBILI AMERICAN DEPOSITARY SHARE,Equity,0.13,72.72,341014,24798538.08,24798538.08,Communication,US0900401060,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,5493008V60M52L3PIS45
1109,CHINA RESOURCES LAND LTD,Equity,0.12,3.53,6598739,23311258.02,23311258.02,Real Estate,KYG2108Y1052,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,5299001HL0TU7X15HK51
TCSG,TCS GROUP HOLDING REPR CLASS A RE,Equity,0.12,90.58,251110,22745001.54,22745001.54,Financials,US87238U2033,Standard-Classica-Forts,Russian Federation,RUB,iShares Core MSCI EM IMI UCITS ETF,549300XQRN9MR54V1W18
968,XINYI SOLAR HOLDINGS LTD,Equity,0.11,2.17,10038000,21740865.44,21740865.44,Information Technology,KYG9829N1025,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900QF7VIH03SB7Q08
PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,Equity,0.11,11.13,1812257,20167743.02,20167743.02,Financials,PLPKO0000016,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,P4GTT6GF1W40CVIMFR43
ZLAB,ZAI LABORATORY ADR REPRESENTING LT,Equity,0.1,126.39,156739,19810242.21,19810242.21,Health Care,US98887Q1040,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,549300P2UYQ9U5LY1T58
SOL,SASOL LTD,Equity,0.1,16.18,1169629,18929398.21,18929398.21,Materials,ZAE000006896,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,378900F4544561A97588
1801,INNOVENT BIOLOGICS INC,Equity,0.1,7.85,2399500,18833629.86,18833629.86,Health Care,KYG4818G1010,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,25490058ONL9SCIE1R22
384,CHINA GAS HOLDINGS LTD,Equity,0.09,2.8299999999999996,6333600,17899684.630000003,17899684.630000003,Utilities,BMG2109G1033,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,254900KTSZLZ21VV8T33
1177,SINO BIOPHARMACEUTICAL LTD,Equity,0.09,0.81,21521250,17334331.58,17334331.58,Health Care,KYG8167W1380,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900LPR4ADFEJAR786
HTHT,HUAZHU GROUP ADR REPRESENTING LTD,Equity,0.09,46.98,365155,17154981.9,17154981.9,Consumer Discretionary,US44332N1063,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,549300Y5ML31FVN83730
SLM,SANLAM LIMITED LTD,Equity,0.09,4.26,3818583,16260910.89,16260910.89,Financials,ZAE000070660,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,37890014418406D9FC23
ABG,ABSA GROUP LTD,Equity,0.08,9.86,1489779,14682397.19,14682397.19,Financials,ZAE000255915,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,2138006IPPRD4N6XLT30
BAP,CREDICORP LTD,Equity,0.08,105.62,138926,14673364.12,14673364.12,Financials,BMG2519Y1084,New York Stock Exchange Inc.,Peru,USD,iShares Core MSCI EM IMI UCITS ETF,529900UYAEYQCQ2BKB17
SMPH,SM PRIME HOLDINGS INC,Equity,0.08,0.6799999999999999,21542300,14594353.15,14594353.15,Real Estate,PHY8076N1120,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900SZK83MIAB8CU32
2007,COUNTRY GARDEN HOLDINGS LTD,Equity,0.07,0.8600000000000001,15747000,13492602.56,13492602.56,Real Estate,KYG245241032,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,549300MGHLPT1EFHGF84
POLY,POLYMETAL INTERNATIONAL PLC,Equity,0.07,18.3,722188,13219569.18,13219569.18,Materials,JE00B6T5S470,Standard-Classica-Forts,Russian Federation,RUB,iShares Core MSCI EM IMI UCITS ETF,213800JKJ5HJWYS4GR61
KGH,KGHM POLSKA MIEDZ SA,Equity,0.07,43.92,292238,12833787.89,12833787.89,Materials,PLKGHM000017,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,G30CO71KTT9JDYJESN22
SHP,SHOPRITE HOLDINGS LTD,Equity,0.07,12.38,1035016,12810857.63,12810857.63,Consumer Staples,ZAE000012084,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,529900Q4O1EYP6NH5150
ANG,ANGLOGOLD ASHANTI LTD,Equity,0.07,14.73,860348,12674473.92,12674473.92,Materials,ZAE000043485,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,378900EF3BA9A5F42A59
APN,ASPEN PHARMACARE LTD,Equity,0.07,15.76,801949,12637437.4,12637437.4,Health Care,ZAE000066692,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,635400ZYSN1IRD5QWQ94
VOD,VODACOM GROUP LTD,Equity,0.06,9.32,1303876,12153297.8,12153297.8,Communication,ZAE000132577,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,37890012A8DC24B8D663
VIPS,VIPSHOP HOLDINGS SPONSORED ADS REP,Equity,0.06,12.82,945311,12118887.02,12118887.02,Consumer Discretionary,US92763W1036,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,549300I9F52K06HPZX60
BEKE,KE HOLDINGS ADR REPRESENTING INC,Equity,0.06,16.25,745125,12108281.25,12108281.25,Real Estate,US4824971042,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,254900RHVY072XPAZE03
PZU,PZU SA,Equity,0.06,9.78,1229083,12020240.4,12020240.4,Financials,PLPZU0000011,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,QLPCKOOKVX32FUELX240
PKN,POLSKI KONCERN NAFTOWY ORLEN SA,Equity,0.06,19.81,606580,12014107.95,12014107.95,Energy,PLPKN0000018,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400VVMM70CQREJT74
ALI,AYALA LAND INC,Equity,0.06,0.6699999999999999,16650600,11097067.55,11097067.55,Real Estate,PHY0488F1004,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900EWT10TQ6DKTV34
TME,TENCENT MUSIC ENTERTAINMENT GROUP,Equity,0.06,7.9,1379433,10897520.7,10897520.7,Communication,US88034P1093,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,213800XTZK2GOHQTYK41
CLS,CLICKS GROUP LTD,Equity,0.05,20.42,512853,10470291.72,10470291.72,Consumer Staples,ZAE000134854,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,378900E967958A677472
OMU,OLD MUTUAL LIMITED LTD,Equity,0.05,1.06,9884144,10465066.83,10465066.83,Financials,ZAE000255360,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,213800MON84ZWWPQCN47
SCCO,SOUTHERN COPPER CORP,Equity,0.05,59.14,175001,10349559.14,10349559.14,Materials,US84265V1052,New York Stock Exchange Inc.,Peru,USD,iShares Core MSCI EM IMI UCITS ETF,2549007U6NAP46Q9TU15
PEO,BANK PEKAO SA,Equity,0.05,27.130000000000003,380235,10314901.23,10314901.23,Financials,PLPEKAO00016,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,5493000LKS7B3UTF7H35
SM,SM INVESTMENTS CORP,Equity,0.05,20.110000000000003,511918,10296759.53,10296759.53,Industrials,PHY806761029,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900YB8UATFP21AF80
4966,PARADE TECHNOLOGIES LTD,Equity,0.05,65.35,155000,10128524.5,10128524.5,Information Technology,KYG6892A1085,Gretai Securities Market,Taiwan,TWD,iShares Core MSCI EM IMI UCITS ETF,529900D9FDQHQKAQLY02
CEZ,CEZ,Equity,0.05,32.61,306779,10003430.71,10003430.71,Utilities,CZ0005112300,Prague Stock Exchange,Czech Republic,CZK,iShares Core MSCI EM IMI UCITS ETF,529900S5R9YHJHYKKG94
1548,GENSCRIPT BIOTECH CORP,Equity,0.05,4.1499999999999995,2342000,9717655.07,9717655.07,Health Care,KYG3825B1059,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900YIYUOJOXSAE372
AC,AYALA CORP,Equity,0.05,16.19,592700,9596603.62,9596603.62,Industrials,PHY0486V1154,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900QJ68UH8GKNGI69
LPP,LPP SA,Equity,0.05,3753.18,2541,9536827.91,9536827.91,Consumer Discretionary,PLLPP0000011,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400NUS7MKGPJL4752
HTO,HELLENIC TELECOMMUNICATIONS ORGANI,Equity,0.05,19.1,498003,9510882.33,9510882.33,Communication,GRS260333000,Athens Exchange S.A. Cash Market,Greece,EUR,iShares Core MSCI EM IMI UCITS ETF,ELPUFM0XZRZO4LFXW404
BDO,BDO UNIBANK INC,Equity,0.05,2.24,4176942,9354544.38,9354544.38,Financials,PHY077751022,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,3FGIIBS1PEI1FYQBGN97
1918,SUNAC CHINA HOLDINGS LTD,Equity,0.05,1.76,5273000,9293599.42,9293599.42,Real Estate,KYG8569A1067,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,549300OLARYHDXP3WK18
881,ZHONGSHENG GROUP HOLDINGS LTD,Equity,0.05,7.77,1189500,9244680.1,9244680.1,Consumer Discretionary,KYG9894K1085,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,3003005VYMEBAJNJ2Y26
NED,NEDBANK GROUP LTD,Equity,0.05,11.67,774925,9040018.22,9040018.22,Financials,ZAE000004875,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,3789009E42FA3CB31065
MBT,MOBILE TELESYSTEMS ADR REP,Equity,0.05,9.64,937471,9037220.44,9037220.44,Communication,US6074091090,New York Stock Exchange Inc.,Russian Federation,USD,iShares Core MSCI EM IMI UCITS ETF,2534008FX8EXH1FMJA74
DNP,DINO POLSKA SA,Equity,0.05,85.93,104854,9010112,9010112,Consumer Staples,PLDINPL00011,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400H4L81SMPRTW956
JGS,JG SUMMIT HOLDINGS INC,Equity,0.05,1.34,6684855,8937222.34,8937222.34,Industrials,PHY444251177,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,8945008FXJ2QCVCRJM25
FIVE,X5 RETAIL GROUP GDR NV,Equity,0.04,32.18,257438,8284341.63,8284341.63,Consumer Staples,US98387E2054,Standard-Classica-Forts,Russian Federation,RUB,iShares Core MSCI EM IMI UCITS ETF,213800J17UJJJDGUVF56
WHL,WOOLWORTHS HOLDING LTD,Equity,0.04,4.07,2032925,8278486.609999999,8278486.609999999,Consumer Discretionary,ZAE000063863,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,37890095421E07184E97
BVT,BIDVEST GROUP LTD,Equity,0.04,13.239999999999998,593385,7855891.48,7855891.48,Industrials,ZAE000117321,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,5299002ARE4TRMIRGM72
2018,AAC TECHNOLOGIES HOLDINGS INC,Equity,0.04,5.07,1508000,7642235.48,7642235.48,Information Technology,KYG2953R1149,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,549300SKEDE1VKS0A552
BIMAS.E,BIM BIRLESIK MAGAZALAR A,Equity,0.04,8,952810,7626726.38,7626726.38,Consumer Staples,TREBIMM00018,Istanbul Stock Exchange,Turkey,TRY,iShares Core MSCI EM IMI UCITS ETF,7890001GCDJQD8DJKE29
322,TINGYI (CAYMAN ISLANDS) HOLDINGS C,Equity,0.04,1.83,4104000,7507397.44,7507397.44,Consumer Staples,KYG8878S1030,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,5299009MPI9B60VN4P25
DSY,DISCOVERY LTD,Equity,0.04,8.7,861377,7492926.119999999,7492926.119999999,Financials,ZAE000022331,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,378900245A26169C8132
853,MICROPORT SCIENTIFIC CORP,Equity,0.04,5.63,1327300,7476713.83,7476713.83,Health Care,KYG608371046,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,5299009MK4VZID944A20
3888,KINGSOFT CORP LTD,Equity,0.04,3.76,1967000,7403618.75,7403618.75,Information Technology,KYG5264Y1089,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900UVT35D3Q7YQY41
151,WANT WANT CHINA HOLDINGS LTD,Equity,0.04,0.7,10585000,7369910.53,7369910.53,Consumer Staples,KYG9431R1039,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,5299005HZCEKX4O1J230
OPAP,GREEK ORGANISATION OF FOOTBALL PRO,Equity,0.04,16.12,456938,7364010.52,7364010.52,Consumer Discretionary,GRS419003009,Athens Exchange S.A. Cash Market,Greece,EUR,iShares Core MSCI EM IMI UCITS ETF,213800M4NRGFJCI34834
CDR,CD PROJEKT SA,Equity,0.04,50.44,145495,7339224.24,7339224.24,Communication,PLOPTTC00011,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400TYO5Q8SH8TL437
DQ,DAQO NEW ENERGY ADR REPRESENTING,Equity,0.04,60.43,121251,7327197.930000001,7327197.930000001,Information Technology,US23703Q2030,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,529900711JBZ5O7VA827
MRP,MR PRICE GROUP LTD,Equity,0.04,13.72,531215,7287675.37,7287675.37,Consumer Discretionary,ZAE000200457,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,378900D3417C35C5D733
EXX,EXXARO RESOURCES LTD,Equity,0.04,13.11,532594,6982544.73,6982544.73,Energy,ZAE000084992,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,378900BC3D9BFF4E4A37
772,CHINA LITERATURE LTD,Equity,0.04,8.219999999999999,835100,6860426.23,6860426.23,Communication,KYG2121R1039,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900YXWIZUFHMK8W28
1024,KUAISHOU TECHNOLOGY,Equity,0.04,12.19,556000,6778179.58,6778179.58,Communication,KYG532631028,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,300300FCDZBE6UP9ED24
6618,JD HEALTH INTERNATIONAL INC,Equity,0.04,9.38,718900,6741606.659999999,6741606.659999999,Consumer Discretionary,KYG5074A1004,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,254900OM3MAXYK8PCC84
WB,WEIBO ADR REPRESENTING CORP,Equity,0.03,51.52,128985,6645307.2,6645307.2,Communication,US9485961018,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,549300Q9ID4640FE0422
ATHM,AUTOHOME ADS REPRESENTING INC CLA,Equity,0.03,42.190000000000005,152449,6431823.31,6431823.31,Communication,US05278C1071,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,529900NYB6ZGZN3MVT56
YY,JOYY ADR INC,Equity,0.03,54.309999999999995,117877,6401899.87,6401899.87,Communication,US46591M1099,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,549300N6CHVU5CQZPW24
BPI,BANK OF THE PHILIPPINE ISLANDS,Equity,0.03,1.6700000000000002,3819448,6382946.22,6382946.22,Financials,PHY0967S1694,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,549300UW4UH6XT2X8C50
HCM,HUTCHMED CHINA ADR LTD,Equity,0.03,37.54,169322,6356347.88,6356347.88,Health Care,US44842L1035,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,2138006X34YDQ6OBYE79
BAAKOMB,KOMERCNI BANK,Equity,0.03,39.58,160319,6344696.01,6344696.01,Financials,CZ0008019106,Prague Stock Exchange,Czech Republic,CZK,iShares Core MSCI EM IMI UCITS ETF,IYKCAVNFR8QGF00HV840
PHOR,PJSC PHOSAGRO GDR,Equity,0.03,20.6,303948,6261328.8,6261328.8,Materials,US71922G2093,London Stock Exchange,Russian Federation,USD,iShares Core MSCI EM IMI UCITS ETF,25340053KRUNNYUWF472
ALPHA,ALPHA SERVICES AND HOLDINGS SA,Equity,0.03,1.36,4591879,6238913.68,6238913.68,Financials,GRS015003007,Athens Exchange S.A. Cash Market,Greece,EUR,iShares Core MSCI EM IMI UCITS ETF,5299009N55YRQC69CN08
EDU,NEW ORIENTAL EDUCATION & TECHNOLOG,Equity,0.03,1.88,3179399,5977270.119999999,5977270.119999999,Consumer Discretionary,US6475811070,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,529900NHZVBZQZ8EKN29
EREGL.E,EREGLI DEMIR VE CELIK FABRIKALARI,Equity,0.03,2.01,2918461,5856432.03,5856432.03,Materials,TRAEREGL91G3,Istanbul Stock Exchange,Turkey,TRY,iShares Core MSCI EM IMI UCITS ETF,789000VYQF5IDGG49908
PGN,POLSKIE GORNICTWO NAFTOWE I GAZOWN,Equity,0.03,1.62,3583613,5812657.659999999,5812657.659999999,Energy,PLPGNIG00014,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,2594008YSYXYOTBSQL93
RLX,RLX TECHNOLOGY AMERICAN DEPOSITARY,Equity,0.03,4.970000000000001,1155323,5741955.31,5741955.31,Consumer Staples,US74969N1037,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,984500EG5DBB2F7F4002
MCG,MULTICHOICE GROUP LTD,Equity,0.03,7.21,794751,5729223.91,5729223.91,Communication,ZAE000265971,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,254900BVQQ7DFBMSVJ81
425,MINTH GROUP LTD,Equity,0.03,3.55,1612000,5725748.13,5725748.13,Consumer Discretionary,KYG6145U1094,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,254900B2AH0G13K9G204
3998,BOSIDENG INTERNATIONAL LTD,Equity,0.03,0.8300000000000001,6896000,5722711.3,5722711.3,Consumer Discretionary,KYG126521064,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,254900G7F1RDM4B3S169
EUROB,EUROBANK HOLDINGS SA,Equity,0.03,1,5616372,5602582.68,5602582.68,Financials,GRS323003012,Athens Exchange S.A. Cash Market,Greece,EUR,iShares Core MSCI EM IMI UCITS ETF,JEUVK5RWVJEN8W0C9M24
SPL,SANTANDER BANK POLSKA SA,Equity,0.03,75.5,73594,5556368.74,5556368.74,Financials,PLBZ00000044,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400LGXW3K0GDAG361
KIO,KUMBA IRON ORE LTD,Equity,0.03,39.7,136838,5432500.21,5432500.21,Materials,ZAE000085346,Johannesburg Stock Exchange,South Africa,ZAR,iShares Core MSCI EM IMI UCITS ETF,3789006C753402643048
1313,CHINA RESOURCES CEMENT HOLDINGS LT,Equity,0.03,1.09,4918255,5376661.17,5376661.17,Materials,KYG2113L1068,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900E0EOYXYJ0GHY66
867,CHINA MEDICAL SYSTEM HOLDINGS LTD,Equity,0.03,1.86,2857000,5307018.48,5307018.48,Health Care,KYG211081248,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900Z57DVJXUBLHX66
IQ,IQIYI ADS REPRESENTING INC,Equity,0.03,8.91,587122,5231257.02,5231257.02,Communication,US46267X1081,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,222100XL8T2Q5B8MS302
2013,WEIMOB INC,Equity,0.03,1.45,3602000,5228705.95,5228705.95,Information Technology,KYG9T20A1060,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,254900SW0TNGAGYUTV05
CPS,CYFROWY POLSAT SA,Equity,0.03,8.77,593223,5202721.3,5202721.3,Communication,PLCFRPT00013,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400EM1ITR201TTX36
GARAN.E,TURKIYE GARANTI BANKASI A,Equity,0.03,1.11,4664773,5197366.2700000005,5197366.2700000005,Financials,TRAGARAN91N1,Istanbul Stock Exchange,Turkey,TRY,iShares Core MSCI EM IMI UCITS ETF,5493002XSS7K7RHN1V37
TEL,PLDT INC,Equity,0.03,30.26,169570,5131388.7700000005,5131388.7700000005,Communication,PHY7072Q1032,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900ADE8GQHM5P2648
2689,NINE DRAGONS PAPER HOLDINGS LTD,Equity,0.03,1.42,3430000,4873279.42,4873279.42,Materials,BMG653181005,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900TBMYEYJ2LEV906
754,HOPSON DEVELOPMENT HOLDINGS LTD,Equity,0.02,3.47,1330100,4613389.51,4613389.51,Real Estate,BMG4600H1198,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,549300HYMKPTC1DTZS42
1368,XTEP INTERNATIONAL LTD,Equity,0.02,1.7,2715000,4610768.9,4610768.9,Consumer Discretionary,KYG982771092,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900ZZZZBTOKZQI549
4958,ZHEN DING TECHNOLOGY HOLDING LTD,Equity,0.02,3.51,1277000,4485797.319999999,4485797.319999999,Information Technology,KYG989221000,Taiwan Stock Exchange,Taiwan,TWD,iShares Core MSCI EM IMI UCITS ETF,549300H7R4K33675UP38
PGE,PGE POLSKA GRUPA ENERGETYCZNA SA,Equity,0.02,2.56,1754981,4484044.76,4484044.76,Utilities,PLPGER000010,Warsaw Stock Exchange/Equities/Main Market,Poland,PLN,iShares Core MSCI EM IMI UCITS ETF,259400MP9VXR0E69MJ89
IMAB,I MAB ADR,Equity,0.02,68.14,65651,4473459.14,4473459.14,Health Care,US44975P1030,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,549300L1A5T19703RR64
JOBS,51JOB ADR REPRESENTING INC,Equity,0.02,71.32,62602,4464774.64,4464774.64,Industrials,US3168271043,"NASDAQ",China,USD,iShares Core MSCI EM IMI UCITS ETF,52990088ZF32Q8YHCJ53
3661,ALCHIP TECHNOLOGIES LTD,Equity,0.02,30.33,146000,4427596.659999999,4427596.659999999,Information Technology,KYG022421088,Taiwan Stock Exchange,Taiwan,TWD,iShares Core MSCI EM IMI UCITS ETF,529900HKE9RIY07SLX84
MYTIL,MYTILINEOS SA,Equity,0.02,18.54,235351,4363237.149999999,4363237.149999999,Industrials,GRS393503008,Athens Exchange S.A. Cash Market,Greece,EUR,iShares Core MSCI EM IMI UCITS ETF,213800KT8MEUJEJ2KW41
WIT,WIPRO ADR REPTG ONE LTD,Equity,0.02,9.47,452040,4280818.8,4280818.8,Information Technology,US97651M1099,New York Stock Exchange Inc.,India,USD,iShares Core MSCI EM IMI UCITS ETF,335800IFS1IJHESG8362
TCELL.E,TURKCELL ILETISIM HIZMETLERI A,Equity,0.02,1.82,2292292,4177824.16,4177824.16,Communication,TRATCELL91M1,Istanbul Stock Exchange,Turkey,TRY,iShares Core MSCI EM IMI UCITS ETF,7890003EX1LTLS2FFL84
GLO,GLOBE TEL INC,Equity,0.02,64.04,64775,4148503.95,4148503.95,Communication,PHY272571498,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900GPWI1816YIM923
AEV,ABOITIZ EQUITY VENTURES PHP1 INC,Equity,0.02,0.94,4382020,4130754.37,4130754.37,Industrials,PHY0001Z1040,Philippine Stock Exchange Inc.,Philippines,PHP,iShares Core MSCI EM IMI UCITS ETF,254900MDNXYJKHXO0P61
371,BEIJING ENTERPRISES WATER GROUP LT,Equity,0.02,0.4,9980000,4012794.74,4012794.74,Utilities,BMG0957L1090,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900TWUN2ALJKWRR11
AKBNK.E,AKBANK A,Equity,0.02,0.65,6163393,4004597.11,4004597.11,Financials,TRAAKBNK91N6,Istanbul Stock Exchange,Turkey,TRY,iShares Core MSCI EM IMI UCITS ETF,789000TUMN63Z28TJ497
KCHOL.E,KOC HOLDING A,Equity,0.02,2.66,1490709,3972193.57,3972193.57,Industrials,TRAKCHOL91Q8,Istanbul Stock Exchange,Turkey,TRY,iShares Core MSCI EM IMI UCITS ETF,7890005U0H950VH19H45
TAL,TAL EDUCATION GROUP ADR REPTG,Equity,0.02,4.48,874582,3918127.36,3918127.36,Consumer Discretionary,US8740801043,New York Stock Exchange Inc.,China,USD,iShares Core MSCI EM IMI UCITS ETF,5493003PJZS0EC085V72
336,HUABAO INTERNATIONAL HOLDINGS LTD,Equity,0.02,2.06,1901000,3907276.69,3907276.69,Materials,BMG4639H1227,Hong Kong Exchanges And Clearing Ltd,China,HKD,iShares Core MSCI EM IMI UCITS ETF,529900VPAGLCNHCGGI94
